BOB044|C20|20250331|620562|S14M/STER      |20250327|     131.00 |      1 |      62.50 |MO
BOB044|C20|20250331|620562|S17B/STER      |20250327|     108.00 |      1 |      50.52 |MO
BOB044|C20|20250531|620825|S17B/STER      |20250522|     102.00 |      1 |      50.52 |MO
BOB044|C20|20250831|621161|S6M/STER       |20250827|     284.00 |      2 |     130.80 |MO
BOB044|C20|20260228|621620|S6M/STER       |20260203|     163.25 |      1 |      82.24 |MO
BOB044|E40|20250531|620736|ENGRAVING      |20250507|       5.50 |      1 |       0.00 |MO
BOB044|E40|20250831|621161|ENGRAVING      |20250827|       7.00 |      2 |       0.00 |MO
BOB044|E40|20260228|621620|ENGRAVING      |20260203|       3.50 |      1 |       0.00 |MO
BOB044|F01|20250731|621030|F2547/10K      |20250710|     535.00 |      1 |     117.17 |MO
BOB044|F01|20251231|621531|F2529/10K      |20251215|     398.50 |      1 |     239.72 |MO
BOB044|Q01|20250531|620736|C64MA/10K      |20250507|    1080.00 |      1 |     238.09 |MO
BOB044|Q30|20250531|620736|C54C/STER      |20250507|      47.50 |      1 |      17.31 |MO
BOB044|W01|20250930|621191|550TL/10KY     |20250910|     688.75 |      1 |     149.05 |MO
BOB044|W60|20250930|621191|7T59L/10K      |20250910|     632.50 |      1 |     136.64 |MO
BOB044|Z30|20260228|621621|CLAS.MD.M/STER |20260203|     144.75 |      1 |      70.80 |MO
BOC105|D60|20251031|621249|DIE-CHARGE     |20251007|     285.00 |      1 |       0.00 |MO
BOC105|G20|20251031|621248|230-440CL/STER |20251007|     106.00 |      1 |      38.57 |MO
BOC105|T20|20251031|621248|230-440TB/STER |20251007|     172.00 |      1 |      24.55 |MO
BOG100|D60|20251031|621319|DIE-CHARGE     |20251029|     450.00 |      3 |       0.00 |MO
BOG100|M10|20250630|620870|MISC-SALES     |20250604|       0.00 |      1 |       0.00 |MO
BOG100|M10|20251031|621318|MISC-SALES     |20251029|       0.00 |      7 |       0.00 |MO
BOG100|M11|20250331|620546|SCHBRO1        |20250326|       0.00 |      1 |       0.00 |MO
BOG100|M11|20250630|620870|EMRBRO1        |20250604|       0.00 |      1 |       0.00 |MO
BOG100|M11|20250630|620870|SCHBRO1        |20250604|       0.00 |      1 |       0.00 |MO
BOG110|E40|20250630|620998|ENGRAVING      |20250625|       3.50 |      1 |       0.00 |MO
BOG110|E40|20251031|621312|ENGRAVING      |20251023|       3.50 |      1 |       0.00 |MO
BOG110|Z30|20250630|620998|CLAS.MD.M/STER |20250625|     134.00 |      1 |      57.89 |MO
BOG110|Z30|20251031|621312|CLAS.MD.M/STER |20251023|     124.00 |      1 |      57.89 |MO
BOG115|C20|20250430|620580|S15L/STER      |20250403|     109.00 |      1 |      54.93 |MO
BOG115|D60|20250531|620786|TECHNICAL      |20250515|     100.00 |      1 |       0.00 |MO
BOG115|D60|20250731|621049|DIE-CHARGE     |20250717|     100.00 |      1 |       0.00 |MO
BOG115|E40|20250531|620785|ENGRAVING      |20250515|       3.50 |      1 |       0.00 |MO
BOG115|E40|20250731|621048|ENGRAVING      |20250717|       3.50 |      1 |       0.00 |MO
BOG115|E40|20251031|621304|ENGRAVING      |20251023|       3.50 |      1 |       0.00 |MO
BOG115|E40|20251130|621359|ENGRAVING      |20251110|       3.50 |      1 |       0.00 |MO
BOG115|E40|20260228|621658|ENGRAVING      |20260217|       3.50 |      1 |       0.00 |MO
BOG115|U20|20251231|621513|LPN301B/STER   |20251215|      86.00 |      1 |      39.39 |MO
BOG115|Z10|20250531|620785|SR15DB/STER    |20250515|      98.00 |      1 |      40.67 |MO
BOG115|Z10|20251031|621304|CLAS.PET/STER  |20251023|     102.00 |      1 |      44.40 |MO
BOG115|Z10|20260228|621658|CLAS.SM/STER   |20260217|     128.50 |      1 |      52.12 |MO
BOG115|Z30|20250731|621048|CLAS.MD.M/STER |20250717|     114.00 |      1 |      57.89 |MO
BOG115|Z30|20251130|621359|CLAS.MD.M/STER |20251110|     124.00 |      1 |      57.89 |MO
BOG120|E40|20250630|620890|ENGRAVING      |20250605|       3.50 |      1 |       0.00 |MO
BOG120|Z30|20250630|620890|CLAS.MD.M/STER |20250605|     124.00 |      1 |      57.89 |MO
BOG140|C20|20250531|620808|S7MF/STER      |20250522|     131.00 |      1 |      62.24 |MO
BOG140|C20|20260228|621627|S7MF/STER      |20260204|     131.00 |      1 |      75.15 |MO
BOG140|D60|20250531|620809|DIE-CHARGE     |20250522|     100.00 |      1 |       0.00 |MO
BOG140|E40|20250228|620449|ENGRAVING      |20250227|       3.50 |      1 |       0.00 |MO
BOG140|E40|20250430|620608|ENGRAVING      |20250410|      10.50 |      3 |       0.00 |MO
BOG140|E40|20250531|620808|ENGRAVING      |20250522|       3.50 |      1 |       0.00 |MO
BOG140|E40|20250531|620808|ENGRAVING      |20250522|       3.50 |      1 |       0.00 |MO
BOG140|E40|20250630|620891|ENGRAVING      |20250605|       3.50 |      1 |       0.00 |MO
BOG140|E40|20250630|620905|ENGRAVING      |20250612|       3.50 |      1 |       0.00 |MO
BOG140|E40|20260228|621627|ENGRAVING      |20260204|       3.50 |      1 |       0.00 |MO
BOG140|E40|20260228|621650|ENGRAVING      |20260212|       3.50 |      1 |       0.00 |MO
BOG140|E40|20260228|621651|ENGRAVING      |20260212|       3.50 |      1 |       0.00 |MO
BOG140|Z10|20250228|620449|CLAS.PETFB/STER|20250227|     105.75 |      1 |      46.65 |MO
BOG140|Z10|20250430|620608|CLAS.SM/STER   |20250410|     103.00 |      1 |      45.03 |MO
BOG140|Z10|20250531|620808|CLAS.PET/STER  |20250522|     102.00 |      1 |      44.40 |MO
BOG140|Z10|20250630|620891|SR27DB/STER    |20250605|     100.75 |      1 |      46.01 |MO
BOG140|Z10|20250630|620905|SR27DB/STER    |20250612|      94.75 |      1 |      46.01 |MO
BOG140|Z10|20260228|621651|SR21B/STER     |20260212|      99.00 |      1 |      48.70 |MO
BOG140|Z30|20250430|620608|CLAS.LG/STER   |20250410|     176.00 |      1 |      65.40 |MO
BOG140|Z30|20250430|620608|CLAS.MD.M/STER |20250410|     124.00 |      1 |      57.89 |MO
BOG140|Z30|20260228|621650|CLAS.MD.M/STER |20260212|     144.75 |      1 |      70.80 |MO
