Invoice,Customer,Item,Period,TransDate,Name,Amount,Quantity,Cost,Salesman,OrderBy,Terms
617783,OUE442,,20230430,0 202305,0OUELLETTE TRENTON HOL,442000000,000000,000000000,00,00,0
617784,BOG150,,20230430,1 202305,1*BOGART'S #50 #A171,150000000,000000,000000000,00,02,4
617784,BOG150,,20230430,1 202305,1*BOGART'S #50 #A171,150000000,000000,000000000,00,02,4
617785,BAR048,,20230430,1 202305,1*BARRINGTON PLACE JLR,048000000,000000,000000000,00,02,4
617785,BAR048,,20230430,1 202305,1*BARRINGTON PLACE JLR,048000000,000000,000000000,00,02,4
617786,GOL218,,20230430,1 202305,1*GOLD & ICE,218000000,000000,000000000,00,04,1
617786,GOL218,,20230430,1 202305,1*GOLD & ICE,218000000,000000,000000000,00,04,1
617787,WEN531,,20230430,1 202305,1*WENDT,531000000,000000,000000000,00,04,1
617787,WEN531,,20230430,1 202305,1*WENDT,531000000,000000,000000000,00,04,1
617788,CHM227,,20230430,1 202305,1CHARM LTD. #356,227000000,000000,000000000,00,02,4
617788,CHM227,,20230430,1 202305,1CHARM LTD. #356,227000000,000000,000000000,00,02,4
617789,HOG200,,20230430,1 202305,1HOGAN DIAMOND JEWELLE,200000000,000000,000000000,00,02,4
617789,HOG200,,20230430,1 202305,1HOGAN DIAMOND JEWELLE,200000000,000000,000000000,00,02,4
617791,WOO551,,20230430,1 202305,1*WOODLAND JEWELLERS L,551000000,000000,000000000,00,03,9
617791,WOO551,,20230430,1 202305,1*WOODLAND JEWELLERS L,551000000,000000,000000000,00,03,9
617844,ANS071,,20230430,5 202305,5*ANSTETT LTD. #6   **,071000000,273000,000000000,00,00,0
617844,ANS071,,20230430,5 202305,5*ANSTETT LTD. #6   **,071000000,27s000,000000000,00,04,1
617844,ANS071,,20230430,5 202305,5*ANSTETT LTD. #6   **,071000000,000000,000000000,00,04,1
617844,ANS071,,20230430,5 202305,5*ANSTETT LTD. #6   **,071000000,000000,000000000,00,04,1
617844,ANS071,INIT.SM/10K,20230430,5 202305,5*ANSTETT LTD. #6   **,071000002,100000,001000000,76,50,0
617844,ANS071,INIT.SM/10K,20230430,5 202305,5*ANSTETT LTD. #6   **,071000002,10p000,00q000000,76,u4,1
617845,APP020,,20230430,5 202305,5*APPELT'S JLRY. LTD.,020000000,17p000,000000000,00,00,0
617845,APP020,,20230430,5 202305,5*APPELT'S JLRY. LTD.,020000000,170000,000000000,00,00,0
617845,APP020,,20230430,5 202305,5*APPELT'S JLRY. LTD.,020000000,000000,000000000,00,00,0
617845,APP020,,20230430,5 202305,5*APPELT'S JLRY. LTD.,020000000,000000,000000000,00,00,0
617845,APP020,NP5/GF,20230430,5 202305,5*APPELT'S JLRY. LTD.,020000003,40p000,00q000001,80,s0,0
617845,APP020,NP5/GF,20230430,5 202305,5*APPELT'S JLRY. LTD.,020000003,400000,00q000001,80,s0,0
617846,FAN443,,20230430,5 202305,5*FANCY JLRS #2,443000001,920000,000000000,00,00,0
617846,FAN443,,20230430,5 202305,5*FANCY JLRS #2,443000001,92p000,000000000,00,00,0
617846,FAN443,,20230430,5 202305,5*FANCY JLRS #2,443000000,000000,000000000,00,00,0
617846,FAN443,,20230430,5 202305,5*FANCY JLRS #2,443000000,000000,000000000,00,00,0
617846,FAN443,CLAS.SM/STER,20230430,5 202305,5*FANCY JLRS #2,443000010,300000,001000004,50,30,0
617846,FAN443,CLAS.SM/STER,20230430,5 202305,5*FANCY JLRS #2,443000010,30p000,00q000004,50,s0,0
617846,FAN443,,20230430,5 202305,5*FANCY JLRS #2,443000002,500000,000000000,00,00,0
617846,FAN443,,20230430,5 202305,5*FANCY JLRS #2,443000002,50p000,000000000,00,00,0
617846,FAN443,,20230430,5 202305,5*FANCY JLRS #2,443000000,000000,000000000,00,00,0
617847,GIR220,,20230430,5 202305,5GIRARD GAMES,220000001,500000,000000000,00,00,0
617847,GIR220,,20230430,5 202305,5GIRARD GAMES,220000001,50p000,000000000,00,00,0
617847,GIR220,,20230430,5 202305,5GIRARD GAMES,220000000,000000,000000000,00,00,0
617847,GIR220,,20230430,5 202305,5GIRARD GAMES,220000000,000000,000000000,00,00,0
617847,GIR220,14F---45/STER,20230430,5 202305,5GIRARD GAMES,220000007,500000,005000002,61,50,0
617847,GIR220,PS11L/STER,20230430,5 202305,5GIRARD GAMES,220000020,000000,005000008,72,00,0
617847,GIR220,PS11L/STER,20230430,5 202305,5GIRARD GAMES,220000027,50p000,00u000008,72,p0,0
617847,GIR220,,20230430,5 202305,5GIRARD GAMES,220000002,500000,000000000,00,00,0
617847,GIR220,,20230430,5 202305,5GIRARD GAMES,220000002,50p000,000000000,00,00,0
617847,GIR220,,20230430,5 202305,5GIRARD GAMES,220000000,000000,000000000,00,00,0
617848,CJG130,,20230430,5 202305,5THE CANADIAN JLRY. GR,417000001,014000,000000000,00,00,0
617848,CJG130,,20230430,5 202305,5THE CANADIAN JLRY. GR,417000001,01t000,000000000,00,00,0
617848,CJG130,,20230430,5 202305,5THE CANADIAN JLRY. GR,417000000,000000,000000000,00,00,0
617848,CJG130,,20230430,5 202305,5THE CANADIAN JLRY. GR,417000000,000000,000000000,00,00,0
617848,CJG130,INIT.SM/10K,20230430,5 202305,5THE CANADIAN JLRY. GR,417000005,300000,002000001,53,00,0
617848,CJG130,INIT.SM/10K,20230430,5 202305,5THE CANADIAN JLRY. GR,417000005,30p000,00r000001,53,p0,0
617848,CJG130,,20230430,5 202305,5THE CANADIAN JLRY. GR,417000002,500000,000000000,00,00,0
617848,CJG130,,20230430,5 202305,5THE CANADIAN JLRY. GR,417000002,50p000,000000000,00,00,0
617848,CJG130,,20230430,5 202305,5THE CANADIAN JLRY. GR,417000000,000000,000000000,00,00,0
617849,CJG130,,20230430,5 202305,5THE CANADIAN JLRY. GR,490000005,655000,000000000,00,00,0
617849,CJG130,,20230430,5 202305,5THE CANADIAN JLRY. GR,490000005,65u000,000000000,00,00,0
617849,CJG130,,20230430,5 202305,5THE CANADIAN JLRY. GR,490000000,000000,000000000,00,00,0
617849,CJG130,,20230430,5 202305,5THE CANADIAN JLRY. GR,490000000,000000,000000000,00,00,0
617849,CJG130,CJ-P/STER,20230430,5 202305,5THE CANADIAN JLRY. GR,490000041,400000,018000023,76,00,0
617849,CJG130,CJ-P/STER,20230430,5 202305,5THE CANADIAN JLRY. GR,490000041,40p000,01x000023,76,p0,0
617849,CJG130,,20230430,5 202305,5THE CANADIAN JLRY. GR,490000002,100000,000000000,00,00,0
617849,CJG130,,20230430,5 202305,5THE CANADIAN JLRY. GR,490000002,10p000,000000000,00,00,0
617849,CJG130,,20230430,5 202305,5THE CANADIAN JLRY. GR,490000000,000000,000000000,00,00,0
617855,ANS071,,20230430,5 202305,5*ANSTETT LTD. #6   **,071000000,27s000,000000000,00,00,0
617855,ANS071,,20230430,5 202305,5*ANSTETT LTD. #6   **,071000000,283000,000000000,00,00,0
617855,ANS071,,20230430,5 202305,5*ANSTETT LTD. #6   **,071000000,000000,000000000,00,00,0
617855,ANS071,,20230430,5 202305,5*ANSTETT LTD. #6   **,071000000,01p000,000000000,00,00,0
617855,ANS071,,20230430,5 202305,5*ANSTETT LTD. #6   **,071000000,000000,000000000,00,00,0
617855,ANS071,,20230430,5 202305,5*ANSTETT LTD. #6   **,071000000,000000,000000000,00,00,0
617855,ANS071,INIT.SM/10K,20230430,5 202305,5*ANSTETT LTD. #6   **,071000002,10p000,00q000000,76,u0,0
617855,ANS071,INIT.SM/10K,20230430,5 202305,5*ANSTETT LTD. #6   **,071000002,100000,001000000,76,50,0
617718,FLA175,,20230531,2 202305,1FLANNERY JEWELLERS LT,175000035,696000,000000000,00,00,0
617718,FLA175,CJ-P/STER,20230531,2Y202305,1FLANNERY JEWELLERS LT,175000050,100000,012000015,84,00,0
617718,FLA175,CJ-P/STER,20230531,2Y202305,1FLANNERY JEWELLERS LT,175000187,875000,045000059,40,00,0
617719,NOR400,,20230531,2 202305,2NORTHWOOD GALLERY AND,400000001,729000,000000000,00,00,0
617719,NOR400,ENGRAVING,20230531,2Y202305,2NORTHWOOD GALLERY AND,400000000,000000,001000000,00,00,0
617719,NOR400,CLAS.SM/STER,20230531,2Y202305,2NORTHWOOD GALLERY AND,400000010,300000,001000004,50,30,0
617719,NOR400,,20230531,2 202305,2NORTHWOOD GALLERY AND,400000003,000000,000000000,00,00,0
617720,CJG130,,20230531,2 202305,2THE CANADIAN JLRY. GR,412000000,375000,000000000,00,00,0
617720,CJG130,REPAIRS,20230531,2Y202305,2THE CANADIAN JLRY. GR,412000000,000000,001000000,00,00,0
617720,CJG130,,20230531,2 202305,2THE CANADIAN JLRY. GR,412000002,500000,000000000,00,00,0
617721,CJG130,,20230531,2 202305,2THE CANADIAN JLRY. GR,417000001,021000,000000000,00,00,0
617721,CJG130,P-FF5/STER,20230531,2Y202305,2THE CANADIAN JLRY. GR,417000003,700000,001000001,60,90,0
617721,CJG130,INIT.SM/10K,20230531,2Y202305,2THE CANADIAN JLRY. GR,417000002,050000,001000000,76,50,0
617721,CJG130,,20230531,2 202305,2THE CANADIAN JLRY. GR,417000002,100000,000000000,00,00,0
617722,APP020,,20230531,2 202305,2*APPELT'S JLRY. LTD.,020000000,338000,000000000,00,00,0
617722,APP020,ENGRAVING,20230531,2Y202305,2*APPELT'S JLRY. LTD.,020000000,850000,001000000,00,00,0
617722,APP020,NP5/GF,20230531,2Y202305,2*APPELT'S JLRY. LTD.,020000003,400000,001000001,80,30,0
617722,APP020,,20230531,2 202305,2*APPELT'S JLRY. LTD.,020000002,500000,000000000,00,00,0
617723,HAR261,,20230531,2 202305,2*HARMONY HOUSE,261000000,705000,000000000,00,00,0
617723,HAR261,45/STER,20230531,2Y202305,2*HARMONY HOUSE,261000002,925000,001000001,79,70,0
617723,HAR261,,20230531,2 202305,2*HARMONY HOUSE,261000002,500000,000000000,00,00,0
617724,CJG130,,20230531,2 202305,2THE CANADIAN JLRY. GR,490000007,098000,000000000,00,04,1
617724,CJG130,F400T/10K,20230531,2Y202305,2THE CANADIAN JLRY. GR,490000046,500000,001000013,45,54,1
617724,CJG130,STONE.SET/STER,20230531,2Y202305,2THE CANADIAN JLRY. GR,490000006,000000,001000006,17,64,1
617724,CJG130,,20230531,2 202305,2THE CANADIAN JLRY. GR,490000002,100000,000000000,00,04,1
617725,GOL216,,20230531,2 202305,2*1438033 ONTARIO INC,218000002,041000,000000000,00,04,1
617725,GOL216,FAM.RING/STER,20230531,2Y202305,2*1438033 ONTARIO INC,218000008,625000,001000006,17,64,1
617725,GOL216,FAM.RING/STER,20230531,2Y202305,2*1438033 ONTARIO INC,218000007,075000,001000006,17,64,1
617726,JEW495,,20230531,2 202305,2*JEWELLERY PLUS 1994,495000005,483000,000000000,00,02,4
617726,JEW495,ENGRAVING,20230531,2Y202305,2*JEWELLERY PLUS 1994,495000000,000000,001000000,00,02,4
617726,JEW495,1861HEM/10K,20230531,2Y202305,2*JEWELLERY PLUS 1994,495000024,750000,001000009,74,02,4
617726,JEW495,CLAS.PET/STER,20230531,2Y202305,2*JEWELLERY PLUS 1994,495000008,800000,001000004,44,02,4
617726,JEW495,,20230531,2 202305,2*JEWELLERY PLUS 1994,495000003,000000,000000000,00,02,4
617727,ANS071,,20230531,2 202305,3*ANSTETT LTD. #6   **,071000000,83r000,000000000,00,00,0
617727,ANS071,CJ-P/ALLOY,20230531,2Y202305,3*ANSTETT LTD. #6   **,071000005,20p000,00r000001,23,p0,0
617727,ANS071,ENGRAVING,20230531,2Y202305,3*ANSTETT LTD. #6   **,071000001,20p000,00r000000,00,00,0
617728,BOB044,,20230531,2 202305,3*BOB'S WATCH REPAIR,044000003,172000,000000000,00,04,5
617728,BOB044,3001L/10KW,20230531,2Y202305,3*BOB'S WATCH REPAIR,044000022,300000,002000009,25,44,5
617728,BOB044,,20230531,2 202305,3*BOB'S WATCH REPAIR,044000002,100000,000000000,00,04,5
617729,COL160,,20230531,2 202305,3COLUMBIA AWARDS,160000004,710000,000000000,00,00,0
617729,COL160,CJ-P/10K,20230531,2Y202305,3COLUMBIA AWARDS,160000091,700000,007000042,36,40,0
617729,COL160,,20230531,2 202305,3COLUMBIA AWARDS,160000002,500000,000000000,00,00,0
617730,CHM180,,20230531,2 202305,3CHARM JEWELLERY LTD.,227000001,530000,000000000,00,00,0
617730,CHM180,CLAS.PET/STER,20230531,2Y202305,3CHARM JEWELLERY LTD.,227000010,200000,001000004,44,00,0
617731,CHM130,,20230531,2 202305,3CHARM JEWELLERY LTD.,240000001,796000,000000000,00,00,0
617731,CHM130,ENGRAVING,20230531,2Y202305,3CHARM JEWELLERY LTD.,240000000,000000,001000000,00,00,0
617731,CHM130,SR122DM/STER,20230531,2Y202305,3CHARM JEWELLERY LTD.,240000011,975000,001000005,95,00,0
617732,CHM130,,20230531,2 202305,3CHARM JEWELLERY LTD.,216000001,421000,000000000,00,00,0
617732,CHM130,SR27DB/STER,20230531,2Y202305,3CHARM JEWELLERY LTD.,216000009,475000,001000004,60,10,0
617733,CHM130,,20230531,2 202305,3CHARM JEWELLERY LTD.,131000001,466000,000000000,00,00,0
617733,CHM130,SR91B/STER,20230531,2Y202305,3CHARM JEWELLERY LTD.,131000009,775000,001000004,79,30,0
617734,BEN048,,20230531,2 202305,3*BENNARDO   (A),048000007,943000,000000000,00,07,2
617734,BEN048,5T64M/10K,20230531,2Y202305,3*BENNARDO   (A),048000058,800000,001000023,10,17,2
617734,BEN048,,20230531,2 202305,3*BENNARDO   (A),048000002,300000,000000000,00,07,2
617735,ALT111,,20230531,2 202305,3*L.J. ALTEEN LTD.  (X,111000001,778000,000000000,00,00,0
617735,ALT111,3B/STER,20230531,2Y202305,3*L.J. ALTEEN LTD.  (X,111000008,850000,001000004,39,00,0
617735,ALT111,,20230531,2 202305,3*L.J. ALTEEN LTD.  (X,111000003,000000,000000000,00,00,0
617736,COM105,,20230531,2 202305,3*COMEAU'S     (CC),105000005,145000,000000000,00,00,0
617736,COM105,500M/10KY,20230531,2Y202305,3*COMEAU'S     (CC),105000031,800000,001000011,90,50,0
617736,COM105,,20230531,2 202305,3*COMEAU'S     (CC),105000002,500000,000000000,00,00,0
617737,COU175,,20230531,2 202305,4COURTLAND TREASURES,175000000,155000,000000000,00,00,0
617737,COU175,230-440TT/STER,20230531,2Y202305,4COURTLAND TREASURES,175000001,195000,001000000,88,70,0
617738,CJG130,,20230531,2 202305,4THE CANADIAN JLRY. GR,250000000,624000,000000000,00,00,0
617738,CJG130,SR27DB/STER,20230531,2Y202305,4THE CANADIAN JLRY. GR,250000009,475000,001000004,60,10,0
617738,CJG130,,20230531,2 202305,4THE CANADIAN JLRY. GR,250000003,000000,000000000,00,00,0
617739,MOR384,,20230531,2 202305,4MORIN INC.  (CC),384000003,237000,000000000,00,07,2
617739,MOR384,1060.ON-I/10K,20230531,2Y202305,4MORIN INC.  (CC),384000022,700000,001000008,95,97,2
617739,MOR384,,20230531,2 202305,4MORIN INC.  (CC),384000002,200000,000000000,00,07,2
617740,SEA456,,20230531,2 202305,4*S. J. LTD.,456000051,136000,000000000,00,04,1
617740,SEA456,4T18L/10KY,20230531,2Y202305,4*S. J. LTD.,456000028,025000,001000010,53,24,1
617740,SEA456,4T18M/10KW,20230531,2Y202305,4*S. J. LTD.,456000032,450000,001000012,20,74,1
617740,SEA456,4T18M/10KY,20230531,2Y202305,4*S. J. LTD.,456000032,450000,001000012,20,74,1
617740,SEA456,500L/10KY,20230531,2Y202305,4*S. J. LTD.,456000028,400000,001000010,11,44,1
617740,SEA456,500M/10KY,20230531,2Y202305,4*S. J. LTD.,456000000,000000,001000011,90,54,1
617740,SEA456,500M/10KY,20230531,2Y202305,4*S. J. LTD.,456000033,150000,001000011,90,54,1
617740,SEA456,5T18M/10KY,20230531,2Y202305,4*S. J. LTD.,456000036,825000,001000013,85,94,1
617740,SEA456,600RM/10KY,20230531,2Y202305,4*S. J. LTD.,456000045,725000,001000017,24,24,1
617740,SEA456,6T58M/10K,20230531,2Y202305,4*S. J. LTD.,456000057,675000,001000022,41,14,1
617740,SEA456,S200RL/10KW,20230531,2Y202305,4*S. J. LTD.,456000010,200000,001000003,74,34,1
617740,SEA456,S200RL/10KW,20230531,2Y202305,4*S. J. LTD.,456000010,200000,001000003,74,34,1
617740,SEA456,S300RL/10KY,20230531,2Y202305,4*S. J. LTD.,456000013,400000,001000004,95,34,1
617740,SEA456,WE29M/10K,20230531,2Y202305,4*S. J. LTD.,456000051,600000,001000020,57,24,1
617740,SEA456,1120C-40/STER,20230531,2Y202305,4*S. J. LTD.,456000003,050000,002000000,88,24,1
617740,SEA456,20/STERB,20230531,2Y202305,4*S. J. LTD.,456000008,100000,002000003,64,44,1
617740,SEA456,,20230531,2 202305,4*S. J. LTD.,456000002,100000,000000000,00,04,1
617741,WIL540,,20230531,2 202305,4*WILLIAMS JLRS.(ST CA,540000008,132000,000000000,00,04,0
617741,WIL540,6T72M/10K,20230531,2Y202305,4*WILLIAMS JLRS.(ST CA,540000060,450000,001000023,37,44,0
617741,WIL540,,20230531,2 202305,4*WILLIAMS JLRS.(ST CA,540000002,100000,000000000,00,04,0
617742,FIN185,,20230531,2 202305,4*FINE THINGS INC.,185000003,709000,000000000,00,02,4
617742,FIN185,CLAS.MD.M/STER,20230531,2Y202305,4*FINE THINGS INC.,185000012,450000,001000005,78,92,4
617742,FIN185,SR21B/STER,20230531,2Y202305,4*FINE THINGS INC.,185000009,275000,001000004,47,72,4
617742,FIN185,,20230531,2 202305,4*FINE THINGS INC.,185000003,000000,000000000,00,02,4
617744,GOL216,,20230531,2 202305,4*1438033 ONTARIO INC,218000000,761000,000000000,00,00,0
617744,GOL216,DAUGHTERS/STER,20230531,2Y202305,4*1438033 ONTARIO INC,218000005,850000,001000003,06,10,0
617745,SHE476,,20230531,2 202305,4*GOLD DUST HOLDINGS L,476000001,103000,000000000,00,03,5
617745,SHE476,C21/10K,20230531,2Y202305,4*GOLD DUST HOLDINGS L,476000019,550000,002000006,94,23,5
617745,SHE476,,20230531,2 202305,4*GOLD DUST HOLDINGS L,476000002,500000,000000000,00,03,5
617746,MAY359,,20230531,2 202305,4MARLENE'S MAYHEW JEWE,359000001,736000,000000000,00,00,0
617746,MAY359,C127/10K,20230531,2Y202305,4MARLENE'S MAYHEW JEWE,359000010,750000,001000003,93,60,0
617746,MAY359,ENGRAVING,20230531,2Y202305,4MARLENE'S MAYHEW JEWE,359000000,500000,001000000,00,00,0
617746,MAY359,,20230531,2 202305,4MARLENE'S MAYHEW JEWE,359000002,100000,000000000,00,00,0
617747,HAL226,,20230531,2 202305,4*R. H. J.  (CC),226000004,235000,000000000,00,04,1
617747,HAL226,SR15DB/STER,20230531,2Y202305,4*R. H. J.  (CC),226000008,600000,001000004,06,74,1
617747,HAL226,SR60DM/STER,20230531,2Y202305,4*R. H. J.  (CC),226000011,825000,001000006,06,24,1
617747,HAL226,SR61DL/STER,20230531,2Y202305,4*R. H. J.  (CC),226000010,050000,001000004,96,84,1
617747,HAL226,,20230531,2 202305,4*R. H. J.  (CC),226000002,100000,000000000,00,04,1
617748,HAL226,,20230531,2 202305,4*R. H. J.  (CC),226000003,04r000,000000000,00,00,0
617748,HAL226,CLAS.SM/STER,20230531,2Y202305,4*R. H. J.  (CC),226000006,97u000,00q000004,50,s0,0
617748,HAL226,SR60DM/STER,20230531,2Y202305,4*R. H. J.  (CC),226000008,87u000,00q000006,06,r0,0
617748,HAL226,SR61DL/STER,20230531,2Y202305,4*R. H. J.  (CC),226000007,55p000,00q000004,96,x0,0
617749,LLO348,,20230531,2 202305,8*LLOYD'S JLRS. LTD.,348000001,955000,000000000,00,03,5
617749,LLO348,SL4/10K,20230531,2Y202305,8*LLOYD'S JLRS. LTD.,348000016,000000,001000005,83,43,5
617749,LLO348,F2538/10K,20230531,2Y202305,8*LLOYD'S JLRS. LTD.,348000020,100000,001000008,17,03,5
617749,LLO348,,20230531,2 202305,8*LLOYD'S JLRS. LTD.,348000003,000000,000000000,00,03,5
617750,TOW350,,20230531,2 202305,8TOWN HILL,350000003,518000,000000000,00,00,0
617750,TOW350,1302HEM/10K,20230531,2Y202305,8TOWN HILL,350000020,950000,001000008,43,90,0
617750,TOW350,,20230531,2 202305,8TOWN HILL,350000002,500000,000000000,00,00,0
617751,CJG130,,20230531,2 202305,8THE CANADIAN JLRY. GR,205000002,053000,000000000,00,03,5
617751,CJG130,5T18M/10KW,20230531,2Y202305,8THE CANADIAN JLRY. GR,205000038,050000,001000013,85,93,5
617751,CJG130,,20230531,2 202305,8THE CANADIAN JLRY. GR,205000003,000000,000000000,00,03,5
617752,CJG130,,20230531,2 202305,8THE CANADIAN JLRY. GR,243000002,093000,000000000,00,00,0
617752,CJG130,CLAS.LG/STER,20230531,2Y202305,8THE CANADIAN JLRY. GR,243000013,600000,001000006,54,00,0
617752,CJG130,,20230531,2 202305,8THE CANADIAN JLRY. GR,243000002,500000,000000000,00,00,0
617753,VAN201,,20230531,2 202305,8*A E VanderPluijm LTD,201000002,708000,000000000,00,02,4
617753,VAN201,SL3/10K,20230531,2Y202305,8*A E VanderPluijm LTD,201000018,050000,001000005,18,32,4
617754,VAN201,,20230531,2 202305,8*A E VanderPluijm LTD,201000007,916000,000000000,00,00,0
617754,VAN201,S15M/10K,20230531,2Y202305,8*A E VanderPluijm LTD,201000050,275000,001000020,37,50,0
617754,VAN201,,20230531,2 202305,8*A E VanderPluijm LTD,201000002,500000,000000000,00,00,0
617755,WAL548,,20230531,2 202305,8*N.E. WALLACE (1990),548000001,911000,000000000,00,00,0
617755,WAL548,CLAS.LG/STER,20230531,2Y202305,8*N.E. WALLACE (1990),548000012,600000,001000006,54,00,0
617755,WAL548,,20230531,2 202305,8*N.E. WALLACE (1990),548000002,100000,000000000,00,00,0
617756,COU175,,20230531,2 202305,9COURTLAND TREASURES,175000000,702000,000000000,00,00,0
617756,COU175,REPAIRS,20230531,2Y202305,9COURTLAND TREASURES,175000005,398000,001000000,00,00,0
617757,BUR121,,20230531,2 202305,9*T H BURNS JEWELLERS,121000002,369000,000000000,00,04,5
617757,BUR121,DAUGHTERS/STER,20230531,2Y202305,9*T H BURNS JEWELLERS,121000008,125000,001000003,06,14,5
617757,BUR121,FAM.RING/STER,20230531,2Y202305,9*T H BURNS JEWELLERS,121000008,000000,001000006,17,64,5
617757,BUR121,,20230531,2 202305,9*T H BURNS JEWELLERS,121000002,100000,000000000,00,04,5
617758,HOP259,,20230531,2 202305,9*R.A. HOPPER,259000001,350000,000000000,00,00,0
617758,HOP259,FAM.RING/STER,20230531,2Y202305,9*R.A. HOPPER,259000009,000000,001000006,17,60,0
617759,LES301,,20230531,2 202305,9*LESSER BROS. LTD.,301000016,042000,000000000,00,04,1
617759,LES301,4T20M/10K,20230531,2Y202305,9*LESSER BROS. LTD.,301000076,300000,001000028,28,84,1
617759,LES301,5160L/14K,20230531,2Y202305,9*LESSER BROS. LTD.,301000045,000000,001000016,96,84,1
617759,LES301,,20230531,2 202305,9*LESSER BROS. LTD.,301000002,100000,000000000,00,04,1
617760,SUG050,,20230531,2 202305,9*SUGOLD,050000003,884000,000000000,00,04,5
617760,SUG050,F2523/10K,20230531,2Y202305,9*SUGOLD,050000025,475000,001000009,11,24,5
617760,SUG050,,20230531,2 202305,9*SUGOLD,050000004,400000,000000000,00,04,5
617761,CJG130,,20230531,2 202305,9THE CANADIAN JLRY. GR,241000001,868000,000000000,00,00,0
617761,CJG130,N-S51DM/STER,20230531,2Y202305,9THE CANADIAN JLRY. GR,241000009,950000,001000004,90,40,0
617761,CJG130,,20230531,2 202305,9THE CANADIAN JLRY. GR,241000002,500000,000000000,00,00,0
617762,VIN334,,20230531,2 202305,9VINTAGE JEWELLERS LIM,334000002,033000,000000000,00,00,0
617762,VIN334,FAM.RING/STER,20230531,2Y202305,9VINTAGE JEWELLERS LIM,334000011,050000,001000006,17,60,0
617762,VIN334,,20230531,2 202305,9VINTAGE JEWELLERS LIM,334000002,500000,000000000,00,00,0
617763,WEN531,,20230531,2 202305,9*WENDT,531000003,231000,000000000,00,04,1
617763,WEN531,CS10/10K,20230531,2Y202305,9*WENDT,531000022,750000,001000008,47,24,1
617763,WEN531,,20230531,2 202305,9*WENDT,531000002,100000,000000000,00,04,1
617763,WOO561,,20230531,2 202305,9*WOODLEY'S JEWELLERS,561000018,454000,000000000,00,04,5
617763,WOO561,5538M/10K,20230531,2Y202305,9*WOODLEY'S JEWELLERS,561000044,600000,001000017,25,24,5
617763,WOO561,5539L/10K,20230531,2Y202305,9*WOODLEY'S JEWELLERS,561000043,400000,001000016,81,04,5
617763,WOO561,7T01CM/10KTT,20230531,2Y202305,9*WOODLEY'S JEWELLERS,561000051,850000,001000019,70,14,5
617763,WOO561,,20230531,2 202305,9*WOODLEY'S JEWELLERS,561000002,100000,000000000,00,04,5
617764,CJG130,,20230531,2 202305,9THE CANADIAN JLRY. GR,159000003,741000,000000000,00,03,9
617764,CJG130,ENGRAVING,20230531,2Y202305,9THE CANADIAN JLRY. GR,159000000,000000,001000000,00,03,9
617764,CJG130,ENGRAVING,20230531,2Y202305,9THE CANADIAN JLRY. GR,159000000,000000,001000000,00,03,9
617764,CJG130,CLAS.MD.M/10K,20230531,2Y202305,9THE CANADIAN JLRY. GR,159000061,550000,001000023,88,13,9
617764,CJG130,SR21B/STER,20230531,2Y202305,9THE CANADIAN JLRY. GR,159000010,275000,001000004,47,73,9
617764,CJG130,,20230531,2 202305,9THE CANADIAN JLRY. GR,159000003,000000,000000000,00,03,9
617766,JEW278,,20230531,2 202305,0JEWELLERY PLUS,278000005,310000,000000000,00,02,4
617766,JEW278,PCW301B/10K,20230531,2Y202305,0JEWELLERY PLUS,278000032,900000,001000013,02,32,4
617766,JEW278,,20230531,2 202305,0JEWELLERY PLUS,278000002,500000,000000000,00,02,4
617767,JEW278,,20230531,2 202305,0JEWELLERY PLUS,278000003,120000,000000000,00,00,0
617767,JEW278,S6M/10K,20230531,2Y202305,0JEWELLERY PLUS,278000020,800000,001000030,77,50,0
617768,MAD328,,20230531,2 202305,0*MADDOCKS-MYERS LTD.,328000001,911000,000000000,00,00,0
617768,MAD328,250L/10KW,20230531,2Y202305,0*MADDOCKS-MYERS LTD.,328000012,600000,001000004,65,00,0
617768,MAD328,,20230531,2 202305,0*MADDOCKS-MYERS LTD.,328000002,100000,000000000,00,00,0
617769,OLD382,,20230531,2 202305,0*OLDE COUNTRY JLRS.,382000006,523000,000000000,00,04,0
617769,OLD382,1879/10K,20230531,2Y202305,0*OLDE COUNTRY JLRS.,382000021,650000,001000007,18,04,0
617769,OLD382,F134/10K,20230531,2Y202305,0*OLDE COUNTRY JLRS.,382000026,425000,001000009,27,14,0
617769,OLD382,,20230531,2 202305,0*OLDE COUNTRY JLRS.,382000002,100000,000000000,00,04,0
617770,BRU085,,20230531,2 202305,0*BRUNEL GOLDSMITH,085000001,654000,000000000,00,00,0
617770,BRU085,ENGRAVING,20230531,2Y202305,0*BRUNEL GOLDSMITH,085000000,750000,001000000,00,00,0
617770,BRU085,S32HM/STER,20230531,2Y202305,0*BRUNEL GOLDSMITH,085000009,875000,001000005,15,90,0
617770,BRU085,,20230531,2 202305,0*BRUNEL GOLDSMITH,085000002,100000,000000000,00,00,0
617771,GOL235,,20230531,2 202305,0GOLD FEVER        (CC,235000000,795000,000000000,00,00,0
617771,GOL235,ENGRAVING,20230531,2Y202305,0GOLD FEVER        (CC,235000000,000000,001000000,00,00,0
617771,GOL235,SR109D/STER,20230531,2Y202305,0GOLD FEVER        (CC,235000012,900000,001000006,49,90,0
617771,GOL235,,20230531,2 202305,0GOLD FEVER        (CC,235000003,000000,000000000,00,00,0
